KO,gene_description,module,header,genome,present,classification,phylum,class,Completeness,Contamination,size_bp
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R3500m3000m.36,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,90.41,1.09,1046380
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R3500m3000m.36,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,90.41,1.09,1046380
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R3500m3000m.36,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,90.41,1.09,1046380
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R3500m3000m.36,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,90.41,1.09,1046380
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.103,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__SZUA-1055;s__SZUA-1055 sp015659815,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,84.62,1.62,1293435
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.103,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__SZUA-1055;s__SZUA-1055 sp015659815,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,84.62,1.62,1293435
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.103,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__SZUA-1055;s__SZUA-1055 sp015659815,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,84.62,1.62,1293435
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.103,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__SZUA-1055;s__SZUA-1055 sp015659815,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,84.62,1.62,1293435
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.19,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__GCA-2726415;s__GCA-2726415 sp018698075,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,52.73,2.03,1479962
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.19,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__GCA-2726415;s__GCA-2726415 sp018698075,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,52.73,2.03,1479962
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.19,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__GCA-2726415;s__GCA-2726415 sp018698075,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,52.73,2.03,1479962
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.19,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__GCA-2726415;s__GCA-2726415 sp018698075,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,52.73,2.03,1479962
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.202,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,78,4.81,2819004
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.202,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,78,4.81,2819004
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.202,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,78,4.81,2819004
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.202,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,78,4.81,2819004
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.232,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002731775,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,92.04,0.56,3299421
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.232,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002731775,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,92.04,0.56,3299421
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.232,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002731775,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,92.04,0.56,3299421
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.232,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002731775,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,92.04,0.56,3299421
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.46,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__PTLJ01;s__PTLJ01 sp002938045,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,52.54,0.75,1759412
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.46,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__PTLJ01;s__PTLJ01 sp002938045,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,52.54,0.75,1759412
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.46,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__PTLJ01;s__PTLJ01 sp002938045,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,52.54,0.75,1759412
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m1000m.46,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__PTLJ01;s__PTLJ01 sp002938045,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,52.54,0.75,1759412
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m150m.140,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,50.18,3.57,885740
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m150m.140,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,50.18,3.57,885740
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m150m.140,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,50.18,3.57,885740
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m150m.140,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,50.18,3.57,885740
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m150m.21,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus singularis,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,66.69,2.21,1208246
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m150m.21,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus singularis,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,66.69,2.21,1208246
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m150m.21,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus singularis,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,66.69,2.21,1208246
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m150m.21,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__Pseudothioglobus singularis,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,66.69,2.21,1208246
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m2000m.122,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__PTKB01 sp002937555,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,80.47,2.2,2616967
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m2000m.122,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__PTKB01 sp002937555,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,80.47,2.2,2616967
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m2000m.122,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__PTKB01 sp002937555,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,80.47,2.2,2616967
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m2000m.122,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__PTKB01 sp002937555,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,80.47,2.2,2616967
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m2000m.174,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__MarineAlpha9-Bin7;s__MarineAlpha9-Bin7 sp002938115,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,85.79,2.9,2167120
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m2000m.174,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__MarineAlpha9-Bin7;s__MarineAlpha9-Bin7 sp002938115,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,85.79,2.9,2167120
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m2000m.174,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__MarineAlpha9-Bin7;s__MarineAlpha9-Bin7 sp002938115,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,85.79,2.9,2167120
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m2000m.174,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__MarineAlpha9-Bin7;s__MarineAlpha9-Bin7 sp002938115,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,85.79,2.9,2167120
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m3000m.131,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__DUCF01;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,83.13,1.5,1399974
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m3000m.131,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__DUCF01;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,83.13,1.5,1399974
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m3000m.131,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__DUCF01;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,83.13,1.5,1399974
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m3000m.131,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__DUCF01;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,83.13,1.5,1399974
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m3000m.162,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__GCA-2726415;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,92.68,2.87,2649836
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m3000m.162,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__GCA-2726415;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,92.68,2.87,2649836
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m3000m.162,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__GCA-2726415;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,92.68,2.87,2649836
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m3000m.162,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__GCA-2726415;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,92.68,2.87,2649836
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m3000m.213,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__DUCF01;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,90.01,2.51,1472825
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m3000m.213,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__DUCF01;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,90.01,2.51,1472825
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m3000m.213,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__DUCF01;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,90.01,2.51,1472825
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m3000m.213,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__DUCF01;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,90.01,2.51,1472825
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m3000m.74,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,86.29,1.49,1422472
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m3000m.74,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,86.29,1.49,1422472
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m3000m.74,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,86.29,1.49,1422472
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m3000m.74,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Pseudothioglobus;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,86.29,1.49,1422472
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m500m.140,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__CAJJAM01;s__CAJJAM01 sp015660645,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,62.81,3.55,1307755
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m500m.140,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__CAJJAM01;s__CAJJAM01 sp015660645,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,62.81,3.55,1307755
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m500m.140,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__CAJJAM01;s__CAJJAM01 sp015660645,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,62.81,3.55,1307755
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m500m.140,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__CAJJAM01;s__CAJJAM01 sp015660645,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,62.81,3.55,1307755
K03390,heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944],Methanogenesis,C1-methane,R4000m500m.62,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__AG-422-B15;g__CACPJE01;s__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,77.4,2.74,1021921
