genome,gtdb_classification,checkm_ompleteness,checkm_contamination,genome_size_bp,pathway_found,site_generated,previously_reported,3000m1000m,3000m150m,3000m2000m,3000m3000m,3000m500m,3000m50m,3500m1000m,3500m150m,3500m2000m,3500m3000m,3500m500m,3500m50m,4000m1000m,4000m150m,4000m2000m,4000m3000m,4000m500m,4000m50m,4500m1000m,4500m150m,4500m2000m,4500m3000m,4500m4000m,4500m500m,4500m50m,500m150m,500m500m,500m50m
R4500m3000m.199,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__;g__;s__,76.42,3.03,2871528,3HP bi-cycle,"OC6,3000m",no,0.5239804,0.054791115,2.8978984,2.359482,0.17132291,0.006064784,0.26421285,0.055569693,3.3711767,2.33304,0.06813494,0.005250323,0.69908565,0.01909617,5.0423565,4.1704483,0.04102356,0.003050515,0.43522802,0.030909304,6.2167325,9.203509,4.3462853,0.07717775,0.011117926,0.05515612,0.03324395,0.017798902
R4500m3000m.230,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__;s__,82.93,1.07,1860981,3HP/4HB,"OC6,3000m",no,0.1644733,0.047352403,3.1970341,4.6545477,0.048196446,0.026886648,0.11774594,0.04566053,1.3088366,8.857916,0.054906078,0.03337513,0.14025936,0.034916144,1.5263543,8.397971,0.031272322,0.016269328,0.11696895,0.058263864,3.1681678,19.193512,4.4606953,0.07012968,0.042894814,0.036990296,0.021188678,0.027671214
R4500m3000m.235,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__,56.63,1.94,1270444,3HP bi-cycle,"OC6,3000m",no,2.958712,0.030031806,3.764412,1.0709702,1.9693778,0.00342147,1.224961,0.03361444,5.102315,1.7945983,0.78014857,0.003014446,3.6479027,0.019394908,6.7293234,3.2859504,0.40044188,0.005203331,2.8228302,0.032170534,8.020185,7.2730994,1.9633563,0.87620956,0.008144595,0.021337934,0.19663872,0.003920588
R4500m3000m.278,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__,75.24,3.26,2930401,3HP bi-cycle,"OC6,3000m",no,0.31517863,0.015646072,4.68696,3.8604314,0.05835458,0.009679494,0.153145,0.016946232,1.8362644,3.134132,0.028448373,0.005142632,0.3035498,0.013905642,3.749835,4.8999815,0.02851137,0.003825742,0.205848,0.030850807,4.6540647,8.601793,5.268325,0.048119854,0.0166074,0.011280049,0.013058561,0.007720888
R4500m3000m.303,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp016764995,71.66,0.33,2126639,"3HP bicycle, CBB","OC6,3000m",no,1.0844434,0.6079294,5.194965,89.19057,0.5954758,0.12015264,0.9076017,0.6653699,2.398079,73.51704,0.6580026,0.07188163,0.97441995,0.34735578,2.6269312,44.74396,0.36595112,0.0377811,0.8839835,0.6804286,4.5142317,75.3996,412.2317,0.57950366,0.121464945,0.3803446,0.2987126,0.2760855
R4500m3000m.336,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__,71.4,0.96,1351565,3HP/4HB,"OC6,3000m",no,7.7569003,0.87973934,17.68533,2.188902,5.0670094,0.01673154,6.3849607,1.1272914,10.176443,5.9079113,5.2596097,0.015754431,6.9805417,0.5822043,9.107752,4.892121,3.2411828,0.016021818,7.4184284,0.46332866,17.23091,10.76401,1.2047328,5.826748,0.03325146,1.1586375,2.4092715,0.1105041
R4500m3000m.66,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA1149;f__UBA1149;g__;s__,92.44,2.52,2035616,3HP bi-cycle,"OC6,3000m",no,0.14961715,0.072014414,2.5643864,2.4534566,0.063483536,0.022816831,0.09455828,0.055529363,3.2942123,5.0296845,0.047318596,0.01970107,0.13508554,0.0353047,4.957271,6.8269463,0.03444114,0.011114608,0.11881885,0.06051319,7.7464395,12.73771,4.363191,0.060959365,0.032310527,0.050095387,0.034756288,0.029740693
R4500m4000m.110,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,70.45,2.11,1561276,3HP/4HB,"OC6,4000m",no,0.09366842,0.1719699,0.6521058,44.371433,0.037458956,0.027650075,0.14617385,0.07344044,0.07646149,13.078945,0.059616406,0.046402585,0.04994906,0.065731935,0.027796285,0.88186413,0.014209928,0.01918781,0.035799887,0.035734456,0.040733702,0.2779188,8.2280445,0.010029202,0.03203109,0.09608526,0.18023455,0.2680872
R4500m4000m.155,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__UBA6522;s__UBA6522 sp002311835,71.8,0.7,1864475,3HP bi-cycle,"OC6,4000m",no,2.0389745,0.35854706,2.4776804,1.7498411,4.1086063,0.009065193,1.2515103,0.47421154,2.3642128,2.1988451,1.4498303,0.006427471,2.3878307,0.05643816,3.6916962,3.6652613,1.5632935,0.007121462,2.2796226,0.09796605,5.349716,4.5121965,8.162853,5.0646224,0.020281205,0.93874943,0.4219107,0.01733091
R4500m4000m.170,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__NORP165;s__NORP165 sp002400895,89.05,1.08,2332523,3HP/4HB,"OC6,4000m",no,0.054774236,0.008153125,0.12134043,0.45430446,0.26863727,0.003830559,0.03651747,0.01078212,0.058985617,0.40175432,0.0838976,0.003652841,0.054521665,0.004095384,0.079825856,0.6224656,0.11752432,0.002314706,0.049703155,0.008917836,0.1717492,1.4538308,11.313378,0.23221347,0.009143265,0.00904609,0.02154892,0.00448934
R4500m4000m.174,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SHVP01;f__SHVP01;g__;s__,92.61,2.39,2518336,3HP bi-cycle,"OC6,4000m",no,0.038781583,0.011255115,0.79322815,2.4313388,0.026747258,0.012078749,0.020824546,0.012770312,0.44910726,2.3162959,0.014044582,0.008392811,0.03746409,0.009491789,0.7633692,3.268113,0.012855156,0.005544914,0.034679428,0.024512485,1.4330776,5.8030815,19.576004,0.036025736,0.0165535,0.009601447,0.006174045,0.006452992
R4500m4000m.183,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__JAAXGF01;f__JAAXGF01;g__;s__,84.62,3.77,2745240,3HP bi-cycle,"OC6,4000m",no,0.03349858,0.018070178,0.047516238,0.7053556,0.024362674,0.021035764,0.020039437,0.0163824,0.027208686,0.3824642,0.015452915,0.01767692,0.026404345,0.011463892,0.032703154,0.2822477,0.013833093,0.009585612,0.024267608,0.030956334,0.052491188,0.45040905,16.807135,0.028538113,0.046906114,0.013749911,0.008351622,0.024122782
R4500m4000m.197,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA11136;f__UBA11136;g__UBA11136;s__,92.84,1.52,1761404,3HP bi-cycle,"OC6,4000m",no,0.178591,0.06216242,0.34249887,1.4040813,0.13008268,0.052530818,0.1044472,0.0634711,0.19213657,1.7046514,0.06581512,0.03222767,0.16232528,0.033006325,0.21479006,1.9578594,0.072332084,0.023520576,0.13253753,0.05843508,0.41001713,2.7301111,14.535576,0.1254934,0.11360392,0.04876385,0.031074034,0.024903327
R4500m4000m.199,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__;s__,90.04,2.03,3117276,3HP bi-cycle,"OC6,4000m",no,0.031546947,0.030109625,0.395435,1.9687663,0.024254065,0.025029143,0.01946682,0.02652649,0.18263137,1.216757,0.015084006,0.017208828,0.026210621,0.015799386,0.30119303,1.4882029,0.013791991,0.012148681,0.027714856,0.041481588,0.50874925,2.703086,11.875927,0.026043994,0.05507415,0.01644359,0.008099449,0.018282719
R4500m4000m.208,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__UBA1135;g__;s__,84.21,2.69,2044780,3HP/4HB,"OC6,4000m",no,0.7378357,0.030450607,2.4244425,3.0598967,0.710841,0.006603982,0.42537376,0.061363567,1.3631759,1.992767,0.27560267,0.007203386,0.6483313,0.03197522,1.6285776,1.4368061,0.38610378,0.005742026,0.55011845,0.029792467,2.6114635,1.8677608,9.712072,1.069347,0.007725981,0.08325736,0.08873432,0.006852478
R4500m4000m.209,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA822;s__,97.74,3.3,3344076,3HP bi-cycle,"OC6,4000m",no,2.3797479,0.02902878,6.1414957,5.5680313,1.3588881,0.004746165,1.1140975,0.04583374,5.6164393,5.1775017,0.31399116,0.002269905,3.2355955,0.013604045,9.054847,8.705353,0.2395139,0.001562747,2.1419346,0.05080557,11.029901,15.457863,18.741438,0.6156267,0.006794028,0.027901068,0.106558226,0.006295035
R4500m4000m.214,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__SMWN01;s__,60.49,2.01,1099597,"3HP bicycle, CBB","OC6,4000m",no,0.011826699,0.015398274,0.11924717,1.9929261,0.014989463,0.025658019,0.01155063,0.019810561,0.06722412,1.4582314,0.012273987,0.018610096,0.012998306,0.010758976,0.056094814,0.8587241,0.007352849,0.012829009,0.008786097,0.013544671,0.11379698,1.2369322,6.8041954,0.014326706,0.020445423,0.012747248,0.0091699,0.011728583
R4500m4000m.252,d__Bacteria;p__Planctomycetota;c__GCA-002687715;o__GCA-002687715;f__;g__;s__,80.13,1.34,2826738,3HP/4HB,"OC6,4000m",no,0.9829949,0.15385833,1.5150362,2.5364933,0.6549977,0.001325369,0.7387251,0.096661925,0.63249856,1.5886178,0.5445054,0.000982589,0.88506037,0.03420501,0.630002,0.93515986,0.32719502,0.000607707,0.83281565,0.013835941,0.9634483,1.7933908,7.841521,0.59402853,0.001558933,0.1172557,0.19473778,0.0382372
R4500m4000m.257,d__Bacteria;p__UBA8248;c__UBA8248;o__JACPRG01;f__JACPRG01;g__;s__,91.03,2.61,3546689,3HP bi-cycle,"OC6,4000m",no,0.7530419,0.006304598,1.1746821,0.77923805,1.6031214,0.003305532,0.357927,0.005052907,1.3322951,1.2172419,0.30591434,0.002667352,0.8095178,0.0024732,2.380346,2.4263873,0.65732807,0.001843726,0.7343699,0.006695516,3.8761804,5.1831727,10.428329,2.3276393,0.006121183,0.004127707,0.09552523,0.002389038
R4500m4000m.267,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA11791;s__UBA11791 sp002714255,92.07,1.22,2789625,"3HP bicycle, CBB","OC6,4000m",no,16.021015,9.89837,25.376925,15.677345,16.51462,0.10386215,9.995915,10.701804,19.239138,23.284626,8.745983,0.044705417,14.10269,6.1952357,23.775738,21.015265,9.070388,0.024086615,13.999345,10.84294,38.825134,38.746475,63.08761,22.742334,0.088033795,8.946849,3.8376245,1.2999811
R4500m4000m.306,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA1149;f__UBA1149;g__;s__,94.12,2.57,2006694,3HP bi-cycle,"OC6,4000m",no,0.19705448,0.16986375,1.5292294,1.6987935,0.1670988,0.0939384,0.12460024,0.13905837,0.6307038,2.1493888,0.12736067,0.05395735,0.16479962,0.086823516,0.8065652,2.335772,0.085110046,0.038504973,0.14669873,0.1983338,1.2783962,4.3233266,20.847345,0.16467714,0.14277892,0.091095656,0.07316943,0.06334532
R4500m4000m.318,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__DUCF01;s__,81.08,0.66,1210812,CBB,"OC6,4000m","Jaffe et al., 2024",0.42106244,0.17717957,2.1888585,47.88837,0.13100605,0.054858256,0.58809966,0.069772884,0.67011786,43.73904,0.1053097,0.04558505,0.27298883,0.052446682,0.2864102,2.7926655,0.04971882,0.018883044,0.15217178,0.03968161,0.41657847,1.123288,17.669258,0.06099658,0.024153065,0.10198574,0.15501326,0.08156535
R4500m4000m.328,d__Bacteria;p__UBA8248;c__UBA8248;o__UBA8248;f__UBA8248;g__;s__,96.58,0.85,4178297,3HP bi-cycle,"OC6,4000m",no,1.0475472,0.030409858,2.4251738,1.7866286,0.15550491,0.01326522,0.578363,0.02751419,2.832388,3.3642595,0.114661425,0.012748708,1.0195107,0.015260876,4.0401483,4.5792704,0.08479891,0.005041084,1.096943,0.027374623,6.861328,10.008024,18.428766,0.39520097,0.014547031,0.020307057,0.030639958,0.014414021
R4500m4000m.6,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__,99.92,0.51,5049508,3HP bi-cycle,"OC6,4000m",no,0.3307771,0.03348457,0.012595487,1.311846,0.66691566,0.09600536,0.00461088,0.005055835,0.009145849,1.8362614,0.015889935,0.00645214,0.009785633,0.004521691,0.010250011,9.896002,0.02878252,0.004788069,4.178827,0.061800536,0.42234758,0.025403244,59.374176,0.007835958,1.7834193,0.004213492,0.9716091,0.011555146
R4500m4000m.69,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-Q1;s__MGIIb-Q1 sp002505495,61.83,0.18,1264534,3HP/4HB,"OC6,4000m",no,0.009416202,0.005604406,0.34810793,0.49204156,0.006698965,0.004823055,0.005954265,0.007762702,0.08486244,0.4457219,0.004672282,0.00374349,0.011945182,0.006356603,0.11869379,0.4150401,0.003648528,0.001727637,0.009054681,0.010900604,0.30455634,1.0164875,7.997611,0.00714795,0.006055058,0.007802686,0.002780545,0.003730995
R4500m4000m.77,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__UBA2165;g__;s__,97.64,0.67,3580336,3HP bi-cycle,"OC6,4000m",no,0.07597442,0.05647025,1.800432,16.709026,0.041958977,0.028095853,0.06806613,0.05172685,0.55472314,9.505786,0.03227117,0.01629727,0.055769097,0.031077497,0.5908113,5.4856853,0.025017789,0.01213633,0.05153035,0.06301458,1.6272795,9.750936,24.59779,0.045313045,0.03840305,0.03254351,0.021144414,0.023943372
R4500m4000m.82,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__,79.72,2.5,4073362,3HP bi-cycle,"OC6,4000m",no,0.027691724,0.02338024,0.05904035,1.5685022,0.028386608,0.011334668,0.021612741,0.023393257,0.024773262,0.80206174,0.017034918,0.005757824,0.026557282,0.016769832,0.026799088,0.4427687,0.01769776,0.003300699,0.028563082,0.03929448,0.046339445,0.75503266,14.3910675,0.032396458,0.015523996,0.011316896,0.010099847,0.009187186
R4500m500m.131,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__MPNO01;f__MPNO01;g__;s__,91.36,2.07,3787688,3HP bi-cycle,"OC6,500m",no,4.150171,5.1379957,1.2948201,0.22430514,8.20275,0.020240186,2.3249843,8.095939,0.76391697,0.21766582,2.8081608,0.006256211,3.9563637,3.0863411,0.95625484,0.29290953,5.113468,0.005005132,3.910111,3.604924,1.4719688,0.6971959,0.585248,11.004318,0.017619878,3.4233742,1.1123865,0.55037606
R4500m500m.132,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__TMED8;s__,55.89,0.75,1622620,3HP bi-cycle,"OC6,500m",no,0.53195214,6.0481343,0.009400844,0.008242642,4.674357,0.016551914,0.4333292,3.5986269,0.00957722,0.009710482,3.401556,0.005410825,0.5242308,2.350277,0.008337362,0.007383625,2.8417299,0.00262539,0.5809801,4.7439895,0.012338486,0.0114455,0.028646085,6.4912114,0.012083067,2.3303328,1.6216668,0.86154413
R4500m500m.143,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__,73.4,3.51,1695705,3HP bi-cycle,"OC6,500m",no,4.608286,1.4936428,2.2340777,0.04859103,13.517966,0.014209378,2.076499,2.315399,2.6318977,0.10752578,3.4487822,0.01212553,5.2032228,0.35104054,2.829387,0.11137255,4.661802,0.008994279,3.9756083,0.43480062,3.1343029,0.24597678,0.05524326,11.137222,0.010181134,2.009164,1.7440132,0.08068057
R4500m500m.275,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__,55.09,2.34,778693,DC/4HB,"OC6,500m",no,0.7017759,0.70037115,0.5800259,0.20779282,3.9989188,0.003821346,0.39837465,1.0386622,0.49182355,0.37583956,1.7461702,0.001744764,0.83362186,0.17827328,0.48369128,0.62994003,3.305852,0.001796441,0.8310326,0.21112189,1.1049646,1.9500111,1.951469,8.08781,0.002975482,1.4692653,0.8875368,0.057067245
R4500m500m.91,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__JABSQX01;s__,85.54,1.61,3815299,3HP bi-cycle,"OC6,500m",no,1.338897,3.1178544,1.2277442,0.17363448,5.330712,0.038053047,0.739067,2.4044461,0.8755559,0.40572074,2.866018,0.029475607,1.714555,0.322735,1.3448375,0.49835065,3.068144,0.013243584,1.5459043,0.13360488,1.6996107,1.0495535,0.07116065,10.116002,0.06091365,3.2550821,1.3250546,0.25480518
R4500m50m.1,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,79.21,4.18,1851414,3HP/4HB,"OC6,50m",no,0.003346694,0.018702045,0.005587239,0.004424039,0.007221812,0.7751933,0.006665138,0.014518956,0.006962031,0.007430081,0.007473839,7.7611337,0.007209072,0.01236205,0.005611057,0.009615789,0.004877687,7.5673714,0.009115059,0.021948483,0.008666396,0.010269397,0.047464114,0.007780702,25.7762,0.015057906,0.008526258,0.071629874
R4500m50m.100,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K1;s__MGIIa-K1 sp902605365,78.65,0,1778383,3HP/4HB,"OC6,50m",no,0.00342991,0.023738816,0.004047907,0.009677514,0.006828024,6.1259284,0.004051375,0.014627846,0.002347693,0.004971722,0.005797259,5.363594,0.004593062,0.017268062,0.005009877,0.008583736,0.003070905,7.9245667,0.009043909,0.037134714,0.00873809,0.010660875,0.049460538,0.007133843,19.00146,0.011714187,0.006349351,0.08011294
R4500m50m.189,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002498925,75.6,0,1259952,3HP/4HB,"OC6,50m",no,0.02269424,0.16215436,0.019896835,0.007723045,0.024945594,5.113272,0.019469108,0.1187622,0.017526355,0.014303623,0.023513714,3.09441,0.023229096,1.6276653,0.031366274,0.052461542,0.011586166,6.8122716,0.07949299,34.171223,0.09753502,0.12118065,0.3324539,0.05648616,14.395116,0.02927082,0.012509574,0.40246737
R4500m50m.211,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__,79.14,2.44,1966416,3HP/4HB,"OC6,50m",no,0.002752052,0.007528983,0.002287844,0.002821035,0.003713662,1.9141439,0.002086601,0.00664621,0.003335035,0.003639493,0.003172691,5.6882315,0.00323182,0.006418515,0.004759815,0.014367101,0.001914403,15.023912,0.005382735,0.016095303,0.006238537,0.005296636,0.03947633,0.007677322,29.53543,0.004803902,0.003035763,0.14566995
R4500m50m.265,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O5;s__,69.16,2,1251903,3HP/4HB,"OC6,50m",no,0.004353846,0.021974454,0.005657354,0.005283778,0.007953323,0.970833,0.006717957,0.025302969,0.005553137,0.006575261,0.005739124,2.6756284,0.005850555,0.030375108,0.00823551,0.01918546,0.005501831,9.068452,0.05623283,0.24213988,0.061644875,0.054435495,0.1344874,0.021242533,31.345745,0.010044869,0.004632024,0.057933163
R4500m50m.81,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,85.2,4.74,2001800,3HP/4HB,"OC6,50m",no,0.00264926,0.022816604,0.003983971,0.004774314,0.006484538,0.7087885,0.003970866,0.012739233,0.003484463,0.004678546,0.006666499,1.4966944,0.003883666,0.012653041,0.004659392,0.010772953,0.003580232,6.1483927,0.008187707,0.027928123,0.006622647,0.010511857,0.02800373,0.010768416,20.27819,0.010937776,0.006405907,0.050314777
R500m150m.100,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__,52.89,0.18,876146,3HP/4HB,"OC2,150m",no,24.122341,38.10004,6.3959637,0.5747336,110.5991,0.01998837,26.884861,47.88642,3.7582178,1.0002837,46.85445,0.016442802,21.273941,29.900917,2.7521327,0.6718134,81.824844,0.0132736,21.263546,21.344,3.996241,1.0719291,0.79644644,177.57274,0.060631074,56.512096,36.73833,4.011163
R500m150m.124,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__,70.48,0.48,1289673,3HP/4HB,"OC2,150m",no,19.520288,7.5705724,2.3579352,0.24916655,30.921783,0.007241411,17.499914,14.744458,1.25636,0.51345414,36.328766,0.008345088,17.028357,5.604959,1.0427632,0.41940603,19.189468,0.007722602,19.1123,1.8386214,1.8352028,0.78780115,0.18241134,36.069763,0.020759497,17.42656,17.793184,0.40909773
R500m150m.185,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__,65.28,2.8,1241371,3HP/4HB,"OC2,150m",no,1.67559,1.4344796,1.6474042,0.030783506,4.4927235,0.018794991,1.518363,2.1288562,0.8601699,0.096995845,6.0336328,0.007164843,1.5322688,0.71659875,0.61195016,0.13303122,2.3493705,0.007264951,1.4316286,0.7413144,0.90665853,0.31790388,0.012400723,6.706199,0.008960051,10.466485,2.747441,0.07958806
R500m150m.207,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__,59.03,0,1086583,3HP/4HB,"OC2,150m",no,0.19507411,13.6529665,0.2874596,1.350355,0.49559617,0.071833305,0.39825737,3.9819534,0.05291645,0.32753843,0.7959282,0.09653608,0.13011888,2.6150308,0.029465992,0.0266343,0.09552303,0.06868613,0.08724793,0.71147233,0.030848552,0.030363258,0.051840696,0.052827686,0.23952153,8.238635,5.7365165,12.221071
R500m150m.28,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__UBA2979;s__,85.15,1.49,1776300,3HP bi-cycle,"OC2,150m",no,0.40981704,20.664461,0.011723108,0.003100388,5.3265953,0.07611949,0.4614488,17.27068,0.007158409,0.003228494,2.9992158,0.012130978,0.31288123,1.450276,0.007086601,0.002682177,2.6239173,0.007453684,0.2996714,1.2259537,0.006890708,0.00391383,0.007625449,5.078826,0.007740342,12.067945,3.381362,2.0086215
R500m150m.5,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp002685535,84.26,1.01,2237565,3HP bi-cycle,"OC2,150m",no,0.7598387,276.3774,0.58929133,0.37908602,3.8259633,14.634531,0.72577816,243.06007,0.5777539,0.577753,6.0097365,4.3374743,0.7326474,110.09972,0.5401364,0.36806703,2.6406007,0.8425075,0.6441399,299.6551,0.6761226,0.5888523,1.1998174,4.375718,1.4928421,94.69765,9.311901,114.69381
R500m150m.95,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__UBA9410;s__,54.81,2.31,1366362,3HP bi-cycle,"OC2,150m",no,132.83173,15.586593,12.671012,1.9701779,119.05545,0.021309769,103.28146,6.56072,8.656049,2.1631916,67.05051,0.003502304,139.39275,0.9605245,9.920639,1.8104223,29.097971,0.002645614,110.19157,0.8175173,9.674522,2.114974,1.1679907,66.04564,0.014715594,15.892225,35.09532,1.0211104
R500m500m.107,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp018691945,77.45,3.23,798507,3HP/4HB,"OC2,500m",no,0.30211928,630.1199,0.40147272,0.19203423,14.86321,7.746477,0.69490474,440.2663,0.4102764,0.28272372,4.342555,1.3346195,0.48958346,190.54715,0.47081155,0.20234662,7.579916,0.31235015,0.32696477,146.90712,0.35233426,0.24771853,0.2853542,8.472133,0.21753053,231.16357,22.038445,256.91568
R500m500m.91,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__MedAcidi-G2B;s__MedAcidi-G2B sp012959995,65.99,0.43,1314614,"3HP bicycle, CBB","OC2,500m","Jaffe et al., 2024",0.36760962,0.59383804,0.051914975,0.006631606,3.9646387,0.014112438,0.6607552,0.023123153,0.011417653,0.006642738,0.39183962,0.0151859,0.41961443,0.006440768,0.007689959,0.004224667,0.90137357,0.011258622,0.3632434,0.012212809,0.005629709,0.003773813,0.004255678,0.51918,0.031438105,0.25503373,8.01972,0.2733263
R500m500m.98,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__,70.55,0,553418,3HP/4HB,"OC2,500m",no,0.82058114,119.276085,0.7987605,0.36786503,44.979485,0.8804077,1.0447971,99.111626,0.90074253,0.61198264,13.740278,0.21281624,1.0013697,68.23327,0.8701564,0.5207515,23.468885,0.06962623,0.6851796,50.858173,1.0009623,0.7481713,0.40332332,26.721874,0.06506006,72.49915,23.536459,31.160744
R500m50m.106,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002685315,69.17,3.4,1052227,3HP/4HB,"OC2,50m",no,0.006128728,0.20849533,0.01369628,0.011482176,0.009897312,23.97469,0.020801215,0.10055701,0.019566255,0.04642563,0.012034967,75.37145,0.00894659,0.1948814,0.058623295,0.13874467,0.005435779,47.518948,0.07369273,0.28637224,0.14396091,0.13494374,0.33215687,0.029435143,19.447582,0.048643652,0.108251,19.096975
R500m50m.112,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__UBA9410;s__,77.11,3.92,1835111,3HP bi-cycle,"OC2,50m",no,1.2654577,69.50189,1.2216395,1.173667,3.811297,0.3379506,1.1197448,34.867138,0.73211753,0.8967712,2.0977974,0.044335645,1.3617593,6.3010945,0.84184396,0.67264557,1.1699548,0.016619038,1.0894539,17.648607,1.0101362,0.8559814,1.1076496,2.3961146,0.030288095,22.3749,2.9190545,11.508005
R500m50m.134,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-K2;s__,82.53,3.32,1763546,3HP/4HB,"OC2,50m",no,1.1773785,19.194244,1.2196814,0.23138203,0.95275795,0.1208068,1.1130636,6.725022,0.62359697,0.31607276,1.3379073,0.06121484,0.8038021,5.007987,0.39084935,0.09282304,0.5064007,0.018147066,0.782855,3.5285683,0.540643,0.13907528,0.08592741,0.5882741,0.020580512,4.9294844,1.2977395,11.313676
